0,987
1,1258
2,1733
3,2434
4,3221
5,5005
6,6484
7,8247
8,10263
9,12401
10,15027
11,17884
12,21137
13,25064
14,28792
15,31976
16,35429
17,38114
18,41118
19,43687
20,45737
21,59917
22,65092
23,67773
24,69905
25,72063
26,74094
27,75974
28,76508
29,77542
30,78600
31,79638
32,80267
33,81259
34,82120
35,83255
36,84710
37,86527
38,88725
39,91352
40,93957
41,97256
42,100426
43,104703
44,109784
45,115504
46,121370
47,128558
48,137254
49,148476
50,162241
51,178982
52,196110
53,215304
54,235765
55,258598
56,285500
57,317201
58,355707
59,389216
60,425743
61,469953
62,514878
63,563655
64,625065
65,691441
66,758622
67,819560
68,883968
69,959380
70,1037772
71,1118830
72,1205226
73,1288890
74,1362963
75,1440408
76,1524329
77,1613219
78,1703594
79,1801685
80,1887446
81,1964159
82,2040517
83,2120594
84,2207483
85,2294982
86,2384888
87,2469800
88,2548191
89,2631145
90,2712987
91,2797624
92,2884266
93,2982153
94,3073641
95,3148437
96,3219784
97,3298879
98,3384072
99,3473683
100,3569481
101,3653215
102,3736177
103,3817976
104,3901972
105,3998952
106,4095633
107,4192499
108,4281601
109,4362505
110,4436386
111,4525600
112,4618418
113,4717450
114,4820209
115,4917675
116,5001647
117,5094018
118,5192891
119,5298214
120,5408371
121,5518377
122,5620834
123,5719345
124,5812252
125,5908055
126,6017607
127,6137778
128,6266576
129,6393658
130,6505301
131,6609372
132,6728856
133,6852515
134,6986373
135,7120081
136,7251538
137,7368862
138,7479285
139,7603928
140,7743287
141,7884767
142,8030121
143,8168694
144,8295668
145,8424498
146,8572572
147,8723111
148,8867627
149,9052738
150,9214807
151,9348787
152,9492127
153,9660776
154,9839331
155,10024569
156,10223408
157,10405863
158,10574629
159,10738257
160,10919823
161,11123157
162,11338007
163,11556738
164,11756308
165,11938406
166,12115087
167,12329880
168,12549479
169,12779154
170,13022092
171,13245404
172,13447619
173,13645415
174,13872207
175,14113041
176,14366702
177,14611995
178,14842690
179,15068060
180,15275669
181,15520843
182,15806374
183,16085617
184,16378459
185,16643927
186,16871011
187,17091007
188,17344652
189,17638538
190,17928711
191,18223299
192,18486729
193,18713995
194,18916701
195,19176271
196,19453560
197,19740730
198,20027847
199,20303491
200,20532286
201,20752497
202,21026021
203,21319860
204,21610107
205,21904080
206,22173387
207,22394863
208,22600413
209,22864059
210,23143720
211,23420003
212,23688341
213,23959951
214,24177795
215,24397485
216,24658832
217,24940065
218,25221369
219,25515942
220,25786118
221,26017326
222,26268326
223,26535524
224,26827753
225,27121352
226,27432084
227,27714058
228,27958932
229,28165767
230,28417620
231,28712736
232,29019796
233,29341541
234,29636823
235,29894190
236,30145304
237,30431998
238,30745224
239,31063155
240,31390845
241,31695516
242,31957823
243,32197214
244,32479184
245,32799721
246,33118935
247,33446045
248,33754406
249,34018444
250,34259396
251,34553463
252,34874746
253,35201798
254,35533675
255,35839728
256,36100245
257,36374299
258,36689680
259,37041838
260,37402591
261,37767575
262,38144236
263,38438498
264,38717183
265,39041558
266,39428403
267,39833352
268,40252729
269,40651363
270,40998931
271,41344603
272,41738722
273,42185613
274,42669300
275,43166109
276,43642389
277,44074248
278,44490544
279,44958338
280,45474166
281,46024528
282,46598897
283,47103388
284,47572859
285,48047196
286,48547286
287,49119279
288,49744332
289,50376296
290,51006961
291,51511675
292,51999361
293,52568645
294,53193679
295,53851798
296,54515678
297,55121098
298,55641610
299,56145552
300,56719765
301,57341364
302,58006128
303,58675860
304,59287955
305,59816176
306,60354261
307,60927456
308,61567323
309,62189359
310,62807670
311,63402202
312,63926717
313,64424450
314,65017455
315,65664559
316,66357655
317,67052056
318,67698586
319,68252884
320,68781159
321,69392334
322,70054718
323,70755283
324,71468522
325,72128425
326,72682585
327,73217265
328,73822741
329,74550757
330,75290336
331,76012527
332,76654300
333,77218715
334,77761288
335,78383870
336,79078937
337,79776895
338,80315210
339,80787952
340,81236003
341,81739366
342,82379504
343,83116695
344,83878358
345,84514835
346,85085781
347,85628280
348,86193539
349,86910036
350,87718104
351,88561287
352,89401575
353,90169361
354,90813361
355,91407209
356,92094544
357,92839422
358,93594554
359,94353978
360,95031601
361,95592694
362,96072926
363,96666915
364,97331700
365,97983263
366,98620856
367,99221538
368,99706758
369,100149613
370,100680656
371,101271319
372,101868867
373,102452607
374,102981809
375,103400300
376,103793888
377,104249777
378,104738103
379,105247825
380,105743822
381,106185633
382,106548973
383,106876040
384,107268040
385,107710211
386,108157915
387,108587137
388,108974510
389,109279305
390,109547633
391,109896054
392,110294059
393,110698047
394,111109198
395,111493570
396,111815002
397,112102415
398,112480626
399,112922509
400,113372842
401,113808811
402,114205996
403,114528224
404,114824770
405,115197542
406,115642363
407,116092456
408,116545637
409,116959810
410,117339585
411,117634300
412,118028337
413,118497199
414,118978761
415,119472456
416,119925204
417,120302190
418,120641700
